Macro-Parameters for Housing Market ABM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParameterName, Value Type, min, max,Num.Regime,RegimeStart,RegimeEnd, Value,,,,,,,,,,,,,,,,,,,,,,
Market Participation Rate,double,0.0,1.0,9,0,2,0.161746845451,3,4,0.0808734227255,5,8,0.0755808854829,9,9,0.074999227745,10,10,0.0257582509189,11,15,0.0136854533657,16,16,0.0164879794297,17,21,0.0257582509189,22,24,0.0136854533657,
marketprice_increase_rate,double,0.0,1.0,4,0,14,0.030437502749,15,18,0.0513430188609,19,19,0.0362244873883,20,24,0.0511151771911,
marketprice_decrease_rate,double,0.0,1.0,4,0,14,0.0180220623591,15,18,0.0434902903396,19,19,0.050866766722,20,24,0.0128445186782,
