HouseHoldNumber,Year,Age,Education,Marriage,Work Type,Number of People in a Household,House Type,House Size,Living Type,Savings,Deposit,Living House Price,Nonliving House Price,Housing Credit Loan,Living House Credit Loan,Credit Loan,Income,Income 2,Transfer Income,Region,Income Level,Weight
30502231,2015,38,4,2,9,2,3,36,1,1189,0,5000,0,2500,2500,0,1500,0,0,A0401,A1901,1115.683091
30504361,2015,75,1,2,6,2,1,83,1,1420,0,1500,71000,0,0,0,0,500,709,A0402,A1901,1791.77802
30504381,2015,43,4,4,6,4,1,66,1,2360,0,1500,54000,0,0,500,0,2000,178,A0402,A1902,2195.511465
31200261,2015,49,4,2,7,2,1,80,2,5315,4000,0,24500,9200,0,0,0,5000,0,A0401,A1904,2089.043029
31200311,2015,56,6,2,3,4,2,112,1,14465,0,20000,10000,0,0,0,8600,0,0,A0402,A1905,2309.017745
31200321,2015,82,1,3,,1,2,39,2,100,2300,0,0,0,0,0,0,0,890,A0402,A1901,2037.192495
31200331,2015,41,4,2,7,5,2,60,1,13166,0,11000,0,3580,3580,550,0,10000,180,A0402,A1905,2544.362609
31201201,2015,42,4,2,4,4,3,72,3,3,500,0,0,0,0,0,1520,0,0,A0401,A1901,2192.09348
31201211,2015,54,4,2,7,4,2,84,1,13834,0,29000,0,0,0,0,9600,1200,0,A0401,A1905,2427.867714
31201231,2015,52,6,4,3,3,2,58,1,1596,0,22000,0,18100,18100,1400,3600,0,0,A0401,A1903,1718.908017
31201241,2015,31,4,1,2,1,3,32,3,3450,2000,0,11000,5817,5817,0,4600,0,0,A0401,A1903,2086.982122
31201251,2015,52,4,2,,3,3,76,2,2250,3500,0,0,0,0,0,4560,0,50,A0401,A1903,1868.626385
31201261,2015,33,4,4,8,2,1,76,2,10,7500,0,0,0,0,0,1800,0,20,A0401,A1902,1990.166071
31201281,2015,60,6,4,,2,3,63,3,6,400,0,0,0,0,0,300,0,0,A0401,A1901,1717.823476
32200201,2015,27,6,1,5,1,3,59,1,320,0,5000,0,0,0,0,2200,0,0,A0401,A1902,2744.902913
32200251,2015,56,3,2,8,4,2,93,1,3763,0,27000,0,500,500,0,3480,5400,0,A0401,A1905,2374.475128
32200271,2015,59,4,2,9,3,1,99,1,1016,0,10000,0,1500,1500,0,2400,0,174,A0401,A1902,1154.630589
32201221,2015,80,6,2,,2,2,85,1,8378,0,17000,0,0,0,0,0,0,2760,A0401,A1902,1731.17144
32201231,2015,40,6,2,5,4,2,85,1,2700,0,18500,0,9900,9900,1000,4500,0,0,A0401,A1903,2354.016014
32201251,2015,62,4,2,8,4,1,106,1,16948,0,35000,0,0,0,0,2400,3600,1739,A0401,A1905,2963.052349
32201261,2015,50,4,2,1,4,2,85,1,7303,0,25000,3500,12000,12000,0,11600,0,0,A0401,A1905,1960.693012
32201271,2015,52,3,2,8,4,2,112,1,10656,0,39000,0,5000,5000,0,16500,0,0,A0401,A1905,2412.401024
33200211,2015,50,6,1,2,1,3,38,3,13293,1000,0,0,0,0,0,4200,0,0,A0401,A1903,2068.172436
33200261,2015,46,4,2,7,4,2,102,1,8926,0,24000,0,8140,8140,0,6708,0,0,A0401,A1904,2412.620005
33201211,2015,56,4,2,7,3,2,39,1,2468,0,9000,0,5000,5000,600,2459,0,0,A0401,A1902,1955.997113
34200211,2015,47,6,2,3,4,2,60,1,31270,0,18000,0,0,0,0,7000,0,0,A0401,A1904,2528.773808
34200221,2015,74,3,2,9,6,2,84,1,615,0,21000,0,16000,16000,0,5000,0,286,A0401,A1904,2117.092738
34200231,2015,73,3,2,2,3,3,50,1,196,0,7000,0,2300,2300,0,0,1080,646,A0401,A1902,2405.697719
34200241,2015,49,3,2,8,5,2,27,2,20,280,0,0,0,0,1000,0,800,1804,A0401,A1902,1952.131538
34200251,2015,51,6,2,2,4,2,112,1,8988,0,37000,43000,19000,19000,0,158,9000,0,A0401,A1905,2308.975187
34200261,2015,51,4,2,8,2,2,85,1,3540,0,35000,0,28700,4700,0,5000,3000,0,A0401,A1905,2018.968776
34200291,2015,51,6,2,1,3,2,135,1,3365,0,60000,0,40000,40000,0,0,2300,1200,A0401,A1903,934.7514595
34200321,2015,57,3,2,7,3,1,198,1,3902,0,15000,7000,3000,3000,0,4410,0,0,A0402,A1903,2403.227872
35200321,2015,48,4,2,9,4,1,50,1,27,0,800,0,0,0,200,810,0,680,A0402,A1901,2514.110782
36200391,2015,41,5,4,,2,2,126,1,17550,0,56000,0,25000,25000,0,0,0,6000,A0402,A1904,2888.081859
37200371,2015,65,2,3,9,1,1,79,1,90,0,1000,0,0,0,0,600,240,226,A0402,A1901,1683.239188
37501251,2015,46,3,2,9,2,2,53,2,1210,5000,0,0,0,0,0,1200,0,0,A0401,A1901,1714.589849
37501261,2015,57,4,2,8,5,2,130,1,3819,0,30000,0,4000,4000,3000,3840,2400,0,A0401,A1904,2358.959424
37501291,2015,57,3,2,7,2,1,79,1,640,0,30000,0,0,0,0,2400,0,0,A0401,A1902,1397.510025
38200311,2015,39,4,2,3,4,2,84,1,16347,0,27000,0,0,0,0,0,10000,0,A0402,A1905,3655.150385
38200361,2015,39,5,2,8,3,2,59,3,1405,1200,0,0,900,900,1900,4200,0,0,A0402,A1903,3001.218597
38200381,2015,42,4,2,7,5,2,66,1,6518,0,10500,0,0,0,0,4300,0,540,A0402,A1904,2509.531293
38200391,2015,62,4,2,,2,3,83,1,7798,0,6000,24000,0,0,3000,0,3000,2760,A0402,A1904,1741.539142
38501201,2015,34,6,2,5,4,2,95,1,2400,0,40000,0,20000,20000,0,4200,0,0,A0401,A1903,2100.931064
38501291,2015,34,4,2,9,5,3,38,3,15,100,0,0,0,0,0,120,0,0,A0401,A1901,1922.71615
38503311,2015,70,1,3,,1,2,36,3,8,840,0,0,0,0,0,0,0,208,A0402,A1901,1545.857004
39200321,2015,58,2,3,9,1,1,57,3,2940,500,0,0,0,0,0,2211,0,0,A0402,A1902,1877.749326
39200331,2015,87,2,2,,2,1,66,1,5,0,800,0,0,0,0,0,0,551,A0402,A1901,1582.04055
39501211,2015,47,3,1,4,1,2,112,1,2380,0,37000,0,0,0,0,3600,0,0,A0401,A1903,1450.816531
39501231,2015,58,3,4,8,3,2,47,3,1165,2000,0,0,0,0,0,2820,0,179,A0401,A1902,1933.914296
39501241,2015,32,5,2,2,3,2,47,3,2690,3400,0,0,0,0,0,3600,0,0,A0401,A1903,1933.914296
39501271,2015,34,5,2,3,3,3,46,2,1700,4800,0,0,0,0,900,3200,0,120,A0401,A1903,1576.27483
39501291,2015,41,4,2,7,5,2,59,1,3536,0,23000,0,13200,13200,0,0,2160,0,A0401,A1902,2358.959424
40200361,2015,51,6,2,1,4,3,63,2,3260,5000,0,0,0,0,950,5000,0,0,A0402,A1904,2316.660497
40201331,2015,52,6,2,1,4,2,79,1,3750,0,8000,0,2300,2300,200,135,4000,0,A0402,A1903,1942.36439
40201351,2015,68,2,3,6,1,1,66,1,4300,0,1200,19790,0,0,0,0,850,577,A0402,A1901,1471.183751
40201361,2015,85,2,2,6,2,1,33,1,1600,0,2400,15000,0,0,0,0,300,502,A0402,A1901,1471.183751
40201381,2015,79,2,2,6,2,1,83,1,2400,0,5000,3000,0,0,0,0,100,744,A0402,A1901,1471.183751
40201391,2015,67,2,2,6,3,1,99,1,9760,0,12000,15000,400,400,1630,2000,1000,483,A0402,A1903,999.4741524
40400211,2015,21,4,1,4,1,1,29,3,449,100,0,0,0,0,0,1800,0,0,A0402,A1902,3146.095393
40400311,2015,43,4,2,4,4,3,46,3,3580,300,0,0,0,0,1000,1800,1500,300,A0402,A1903,1817.011105
40502221,2015,92,1,3,,1,2,40,3,7,220,0,0,0,0,0,0,0,359,A0402,A1901,1090.572452
40502241,2015,52,4,2,4,4,2,102,1,7694,0,14000,1400,2000,2000,0,0,7200,0,A0402,A1905,1579.260634
40502251,2015,49,5,4,3,3,2,38,2,3350,4200,0,0,0,0,0,4600,0,75,A0402,A1903,1453.715013
40502261,2015,62,4,2,9,2,2,85,1,4326,0,22000,0,9000,9000,0,3000,0,492,A0402,A1903,1288.849722
40502291,2015,33,6,2,8,4,2,85,1,5427,0,18500,0,0,0,2200,7105,0,0,A0402,A1904,1579.260634
41200311,2015,43,4,2,5,4,1,86,2,9575,2500,0,9500,0,0,0,4000,0,0,A0402,A1903,2303.001149
41200371,2015,37,3,2,7,4,2,33,3,2511,1152,0,0,0,0,0,0,3000,40,A0402,A1903,2308.185257
41201301,2015,46,4,2,3,4,1,105,1,40006,0,12000,0,0,0,0,14100,0,0,A0402,A1905,1757.580121
41201371,2015,57,3,2,6,4,1,83,1,4506,0,2500,8000,2000,0,500,2640,1000,90,A0402,A1903,1755.965168
42200361,2015,53,4,2,3,3,2,60,1,12216,0,16000,0,0,0,0,6420,0,179,A0402,A1904,1622.787195
42200391,2015,62,2,3,,1,2,40,3,770,300,0,0,0,0,0,600,0,0,A0402,A1901,2513.885664
42201301,2015,84,1,2,6,2,1,89,1,800,0,4000,20000,0,0,0,0,200,634,A0402,A1901,1471.183751
43200301,2015,36,6,2,2,3,2,106,1,3126,0,23500,0,13000,13000,500,5760,0,120,A0402,A1904,2285.292692
43200321,2015,49,6,2,9,5,2,194,2,11406,40000,0,40000,0,0,0,9600,0,0,A0402,A1905,921.3941388
45200361,2015,61,2,3,4,2,1,199,1,5050,0,12000,0,0,0,0,650,0,0,A0402,A1901,1787.798646
46200331,2015,42,6,2,8,4,2,78,1,4450,0,12000,0,2200,2200,0,4500,0,0,A0402,A1903,2511.025077
46200341,2015,36,4,2,8,4,2,73,1,7736,0,14200,0,4200,4200,200,5600,0,500,A0402,A1904,2588.161221
46200351,2015,42,5,2,2,5,2,148,1,7517,0,40000,30000,37992,22992,0,2400,9700,0,A0402,A1905,2178.224809
46200371,2015,61,2,2,7,2,1,102,1,3768,0,20000,0,0,0,0,0,1000,1175,A0402,A1902,1960.278061
47200301,2015,53,5,2,6,6,1,116,1,14342,0,12000,400000,164500,0,0,0,23200,700,A0402,A1905,1654.482763
47200311,2015,75,6,2,6,2,1,66,1,608,0,3300,51000,0,0,300,0,1000,366,A0402,A1901,1471.183751
47200321,2015,72,2,2,2,2,1,66,1,3084,0,5000,0,0,0,0,1080,0,936,A0402,A1902,1471.183751
47200331,2015,73,2,2,6,2,1,86,1,6145,0,31000,40000,0,0,900,180,1000,393,A0402,A1902,1607.943889
47200361,2015,48,6,2,3,4,2,85,1,6818,0,25000,4000,0,0,0,4240,0,0,A0402,A1903,2573.560238
47200371,2015,53,4,4,5,3,1,73,2,29,3100,0,0,0,0,350,1800,0,30,A0402,A1902,1779.926026
47504311,2015,42,5,2,7,5,3,79,1,4026,0,8000,0,2000,2000,0,4000,1500,252,A0402,A1904,1802.718024
47504321,2015,75,1,2,9,2,1,40,1,725,0,1320,0,0,0,0,600,0,486,A0402,A1901,1743.489919
47504331,2015,54,3,4,9,1,2,39,3,654,843,0,0,0,0,0,700,0,0,A0402,A1901,1509.526199
48200311,2015,56,3,2,8,3,2,60,1,3992,0,10000,0,5000,5000,0,3600,4200,0,A0402,A1905,2683.853004
48200331,2015,33,6,2,2,4,2,109,2,5866,15000,0,0,0,0,2000,8000,0,0,A0402,A1905,1863.435542
48200351,2015,58,4,2,8,4,1,116,1,8810,0,75000,80000,35000,35000,15000,5000,3600,0,A0402,A1905,2440.912496
48501261,2015,56,6,2,5,3,2,123,1,69787,0,39000,11500,0,0,0,2760,5000,0,A0402,A1905,1083.026596
48503351,2015,40,6,2,3,4,2,135,1,23980,0,38000,5000,3500,3500,1000,8000,0,0,A0402,A1905,678.2110724
48504321,2015,58,4,2,6,2,1,86,1,3800,0,3500,80000,1500,0,2500,0,4000,0,A0402,A1903,1743.489919
49200321,2015,60,2,2,4,4,1,115,1,20605,0,15000,110000,53000,0,0,2400,8000,538,A0402,A1905,2087.148475
49200331,2015,53,3,3,9,1,1,33,3,146,2000,0,0,0,0,500,1200,0,0,A0401,A1901,2138.217752
49200341,2015,36,6,2,3,4,2,59,1,898,0,19000,0,8400,8400,500,4620,0,100,A0402,A1903,3012.776145
49200361,2015,37,7,2,2,4,2,105,1,11380,0,26000,0,15000,15000,480,10200,0,0,A0402,A1905,1441.135292
49200371,2015,48,6,2,3,4,2,84,1,23474,0,13000,0,0,0,0,8500,0,0,A0402,A1905,1997.635037
49503351,2015,66,2,2,6,2,1,99,4,110,0,0,0,0,0,0,0,900,599,A0402,A1901,1743.489919
50300311,2015,34,6,2,7,3,1,60,3,1402,2000,0,0,0,0,80,4000,2400,0,A0402,A1904,615.6633861
50400211,2015,28,4,2,5,3,3,59,3,66,1500,0,0,0,0,0,3600,0,0,A0402,A1903,1180.92115
50400311,2015,30,5,2,9,2,2,50,1,501,0,8500,0,0,0,0,2000,0,0,A0402,A1902,1321.903622
51201381,2015,40,4,4,,3,1,76,3,33,100,0,0,0,0,0,0,0,1472,A0402,A1901,1575.608466
51504301,2015,26,4,2,A,2,2,45,3,500,200,0,0,0,0,0,6400,0,0,A0402,A1904,1244.164314
51504311,2015,62,4,2,9,3,2,102,1,2282,0,7000,0,3981,3981,5110,3000,3600,0,A0402,A1904,1403.313636
51504321,2015,68,4,2,6,2,1,99,1,10621,0,1000,30000,0,0,1800,0,4000,2440,A0402,A1904,1226.559747
52200351,2015,47,6,2,3,4,2,85,1,21595,0,16500,25000,0,0,4000,10700,0,0,A0402,A1905,1657.118178
52200371,2015,58,4,2,8,2,1,56,2,1769,2300,0,16000,9600,0,0,2400,0,0,A0402,A1903,1598.086901
52200381,2015,44,6,2,7,5,2,50,1,4443,0,9000,23000,2174,2174,0,2640,0,0,A0402,A1902,1675.810544
52200391,2015,52,3,2,7,4,1,66,4,0,0,0,0,0,0,0,2000,0,180,A0402,A1902,1641.729682
52201331,2015,60,4,2,7,2,1,116,1,2420,0,5000,0,0,0,0,1300,0,0,A0402,A1901,1827.12741
52502261,2015,47,7,2,2,4,2,142,1,66650,0,48000,80000,0,0,0,4500,12000,0,A0402,A1905,1183.397497
52502291,2015,55,5,2,8,4,2,76,1,5509,0,10000,0,2300,2300,0,7200,0,0,A0402,A1905,1399.731959
52504351,2015,65,2,2,6,2,1,83,1,3966,0,1500,10000,0,0,1000,0,1700,620,A0402,A1902,1226.559747
52504361,2015,66,1,2,6,2,1,99,1,30,0,1000,0,0,0,0,0,500,662,A0402,A1901,1226.559747
52505361,2015,74,2,3,9,1,2,55,2,50,1750,0,0,0,0,0,180,0,299,A0402,A1901,1052.761526
52505371,2015,68,2,3,,1,2,41,2,50,960,0,0,0,0,0,0,0,575,A0402,A1901,1052.761526
53200301,2015,67,3,3,7,5,1,68,1,3940,0,6000,0,0,0,0,1300,5000,383,A0402,A1904,1702.440338
53200311,2015,67,4,2,,3,1,112,1,18190,0,7000,0,0,0,0,0,0,2400,A0402,A1903,1585.759033
53200321,2015,62,4,2,4,2,1,132,1,8554,0,50000,0,0,0,0,0,3600,1224,A0402,A1904,1399.044447
53200341,2015,63,4,2,,2,1,95,1,16010,0,8000,0,1400,1400,0,2000,0,578,A0402,A1902,1570.557408
53200351,2015,61,4,2,8,2,2,85,1,2984,0,10000,8000,1500,1500,0,0,2400,552,A0402,A1902,1474.621715
53200361,2015,51,4,2,8,4,2,62,1,6520,0,9500,0,4200,4200,3000,0,3000,0,A0402,A1902,1634.423794
53200381,2015,39,4,2,9,4,2,86,1,3017,0,14000,0,8457,8457,1427,1700,0,240,A0402,A1902,1608.978138
53200391,2015,67,3,4,8,1,1,33,3,9714,100,0,0,0,0,600,0,1500,0,A0402,A1901,1565.16008
53502201,2015,36,4,2,5,2,3,27,2,25,3000,0,0,0,0,2000,2760,0,0,A0402,A1902,870.3462245
53502211,2015,66,2,2,9,4,1,92,1,4243,0,25000,5000,8000,6000,0,5520,1800,0,A0402,A1905,1066.457678
54200301,2015,53,2,2,7,3,2,60,1,4095,0,7500,0,313,313,0,4800,0,0,A0402,A1904,1781.978797
54200311,2015,44,6,2,2,4,2,145,1,86600,0,31500,0,0,0,0,20200,20000,0,A0402,A1905,806.2827922
54200341,2015,48,6,4,2,3,1,116,1,940,0,15000,30000,8000,8000,0,7400,0,0,A0402,A1905,1570.997512
54200371,2015,77,1,3,,3,1,82,1,4128,0,3000,30000,0,0,0,1800,0,588,A0402,A1903,1415.12893
54200391,2015,66,6,2,2,2,2,166,1,28000,0,24000,6000,0,0,0,0,9000,0,A0402,A1905,697.72665
54502201,2015,40,4,1,5,1,3,79,2,3609,4000,0,0,0,0,0,1500,0,0,A0402,A1901,736.451792
54502211,2015,70,6,2,,3,2,122,1,2900,0,23000,1800,0,0,0,0,0,4400,A0402,A1903,1288.458282
54502221,2015,32,6,1,4,1,3,50,3,215,300,0,0,0,0,0,1800,0,0,A0402,A1902,736.451792
54502241,2015,57,3,3,4,2,3,46,2,917,4500,0,26000,7000,0,0,4440,0,600,A0402,A1904,870.3462245
54502251,2015,60,4,2,8,2,1,23,3,13220,300,0,40000,10000,0,6600,0,2040,80,A0402,A1903,870.3462245
59200361,2015,45,5,2,6,4,2,89,1,9570,0,7000,0,0,0,0,1440,2000,0,A0402,A1903,1443.726062
59200371,2015,54,6,2,3,4,2,85,1,7430,0,13000,5000,5000,5000,1500,9700,0,0,A0402,A1905,1443.726062
60200321,2015,77,1,3,9,1,1,26,2,112,800,0,0,0,0,0,175,0,564,A0402,A1901,1084.65949
60200331,2015,60,4,2,8,4,1,165,1,30610,0,13000,3200,0,0,970,4120,1560,0,A0402,A1904,1263.044381
60200341,2015,34,6,2,8,4,1,43,4,306,0,0,0,0,0,1000,3445,0,685,A0402,A1903,1323.159672
60200351,2015,51,4,4,,1,2,38,3,880,500,0,0,0,0,0,0,0,660,A0402,A1901,1525.275541
60200371,2015,61,5,2,6,3,2,66,1,9797,0,6600,0,0,0,0,2540,3548,393,A0402,A1904,1370.906932
60201361,2015,74,2,2,6,2,1,83,1,841,0,1000,4500,0,0,0,0,1570,642,A0402,A1902,1345.39226
60201371,2015,35,6,2,4,3,2,71,1,7455,0,13000,0,0,0,4800,8400,0,0,A0402,A1905,2015.87266
60300311,2015,32,6,2,3,3,2,79,2,4769,4300,0,0,0,0,209,4872,0,30,A0402,A1904,946.617715
60400211,2015,36,4,2,7,2,2,60,1,1400,0,18000,0,10000,10000,0,2700,8000,0,A0402,A1905,943.8136994
61200311,2015,47,4,2,4,4,2,60,1,7336,0,11500,0,4823,4823,0,1680,2420,206,A0402,A1903,1411.850903
61200331,2015,46,6,2,3,4,2,85,1,14368,0,13000,0,0,0,185,9800,0,0,A0402,A1905,1682.467279
61200351,2015,40,4,2,4,3,2,60,2,4526,4500,0,0,0,0,29000,0,5168,100,A0402,A1904,1908.510295
61200361,2015,65,2,3,,5,2,60,2,47,4700,0,5000,0,0,2000,720,0,1122,A0402,A1902,1239.55841
61200371,2015,42,4,1,1,4,1,76,1,650,0,3000,1400,0,0,0,3600,0,310,A0402,A1903,1797.407411
61200391,2015,67,1,2,5,2,1,66,2,4300,2300,0,6000,200,0,0,0,1440,896,A0402,A1902,1177.86454
61201351,2015,63,3,2,,2,1,66,1,3008,0,5000,0,0,0,0,750,0,758,A0402,A1901,1426.373039
61201371,2015,64,4,2,6,6,1,66,1,7240,0,3800,12000,5500,0,0,7240,1400,780,A0402,A1905,1278.892396
61201391,2015,72,3,2,6,2,1,132,1,1358,0,3000,13000,0,0,0,0,821,1104,A0402,A1902,1345.39226
62200321,2015,75,2,2,9,2,1,66,1,120,0,4500,0,0,0,0,400,0,802,A0402,A1901,1021.461052
62200341,2015,23,4,1,9,3,1,83,1,170,0,5000,0,0,0,0,2040,0,960,A0402,A1902,1370.76226
62200351,2015,33,4,2,9,2,2,56,1,5100,0,6650,0,1330,1330,0,2200,0,0,A0402,A1902,1310.023943
62200361,2015,55,4,2,9,4,2,102,1,5630,0,10000,14000,0,0,0,2240,0,174,A0402,A1903,1628.050434
62200391,2015,63,3,2,8,3,1,119,1,15255,0,15000,1000,21300,21300,0,3120,2400,480,A0402,A1904,874.9110931
62201301,2015,81,2,2,6,2,1,66,1,1088,0,800,10500,0,0,0,0,800,406,A0402,A1901,1345.39226
63200311,2015,38,6,2,2,5,2,175,1,23525,0,35000,52000,0,0,4000,6600,0,240,A0402,A1905,600.7809596
63504321,2015,77,1,3,9,1,1,66,2,172,1500,0,3000,0,0,0,146,0,528,A0402,A1901,749.262056
63504341,2015,51,5,2,4,4,2,92,1,7206,0,14000,4000,3000,3000,4000,6636,0,0,A0402,A1904,1267.612698
63504391,2015,56,2,2,9,3,2,59,1,5280,0,8000,0,0,0,0,5500,0,0,A0402,A1904,1166.842087
64504301,2015,46,4,2,8,5,2,59,1,6648,0,9000,0,5500,5500,770,480,2500,0,A0402,A1902,1423.296173
64504311,2015,44,4,2,7,5,2,84,1,11440,0,21000,17000,7000,7000,0,3840,4000,0,A0402,A1905,1423.296173
64504321,2015,63,2,2,6,2,1,60,1,2000,0,2000,2000,200,0,0,0,2000,40,A0402,A1903,1260.534837
65200381,2015,44,6,2,4,4,2,109,1,13548,0,14000,0,1500,1500,3000,6100,2000,0,A0402,A1905,1952.309954
65200391,2015,44,5,2,4,5,2,109,1,3104,0,16000,10000,2664,2664,1200,6700,0,0,A0402,A1904,1658.100806
65502231,2015,51,4,2,8,5,2,86,1,17368,0,24000,40000,0,0,0,13500,0,0,A0402,A1905,1773.79946
65502241,2015,49,4,2,8,5,2,85,1,9212,0,26000,0,5000,5000,300,10000,0,0,A0402,A1905,1773.79946
65502261,2015,59,3,2,5,2,1,60,1,2130,0,8800,0,0,0,0,0,1920,360,A0402,A1902,1052.367569
65502271,2015,38,4,2,8,4,1,63,1,1144,0,13000,0,6500,6500,1700,2500,0,0,A0402,A1902,1579.777162
65504331,2015,53,4,2,7,2,1,102,1,3259,0,8500,0,0,0,2200,3456,0,0,A0402,A1903,885.4855587
65504341,2015,85,1,3,,1,2,40,3,20,200,0,0,0,0,0,0,0,179,A0402,A1901,875.3612165
65504351,2015,69,5,2,6,2,2,85,1,8019,0,10000,3500,0,0,0,0,480,600,A0402,A1901,1034.510879
65504361,2015,40,6,2,3,3,2,83,1,30720,0,20000,95000,25000,0,25000,2400,12000,240,A0402,A1905,1909.042971
66200301,2015,51,4,2,7,3,2,60,1,13365,0,8000,6000,0,0,700,400,4000,0,A0402,A1903,1494.552727
66200351,2015,35,5,1,7,1,2,96,3,4375,2000,0,0,0,0,0,2700,0,0,A0402,A1902,1341.346575
66200361,2015,67,2,2,9,2,2,69,1,70,0,5000,0,0,0,0,0,0,466,A0402,A1901,1300.723701
67504351,2015,66,2,2,6,2,1,73,1,2150,0,4000,9200,0,0,0,0,500,243,A0402,A1902,1260.534837
67504361,2015,40,3,1,9,2,1,50,1,30,0,1500,0,0,0,0,150,0,995,A0402,A1901,1260.534837
67504371,2015,55,3,2,7,3,1,83,1,2844,0,6600,14500,0,0,0,0,13000,0,A0402,A1905,1421.778256
68200391,2015,44,6,2,5,4,2,132,2,8756,22000,0,3000,0,0,2000,7700,0,0,A0401,A1905,1756.302169
68504351,2015,48,2,2,6,3,1,83,1,2008,0,4000,0,0,0,0,0,5000,0,A0402,A1904,1421.778256
68504361,2015,65,2,3,6,1,1,72,1,1028,0,1400,3800,1000,0,1000,0,500,240,A0402,A1901,1066.6137
68504381,2015,31,4,2,7,4,2,50,2,1954,2000,0,0,0,0,0,3000,0,0,A0402,A1902,2073.911627
69200311,2015,62,2,2,9,2,1,59,1,10832,0,6000,28350,0,0,0,2500,0,0,A0402,A1902,1741.637267
69200321,2015,73,1,3,,1,1,40,1,80,0,1000,0,0,0,0,0,0,367,A0402,A1901,1387.980636
70200321,2015,55,4,2,7,3,3,132,1,13700,0,15000,4600,6354,6354,0,6000,1000,0,A0402,A1904,2185.561023
70200331,2015,63,3,2,8,2,2,85,1,14880,0,13000,0,0,0,0,0,1440,744,A0402,A1902,2471.185452
70200341,2015,35,4,1,7,1,3,56,1,100,0,4000,0,0,0,0,3000,0,0,A0402,A1902,3393.477835
70200351,2015,57,6,3,4,1,3,62,1,6852,0,4000,0,1700,1700,2100,0,4500,0,A0402,A1903,2368.243532
70200371,2015,36,5,2,8,4,2,76,1,3642,0,22000,0,3000,3000,0,8500,0,0,A0402,A1905,2579.979727
70200391,2015,74,2,2,7,2,1,172,1,1775,0,11500,3500,0,0,0,1200,0,742,A0402,A1902,1837.404307
70201371,2015,78,4,2,,2,2,50,1,90,0,7800,0,0,0,0,0,0,826,A0402,A1901,1869.186824
70201381,2015,59,3,2,9,3,1,50,4,760,0,0,0,0,0,0,3000,0,0,A0402,A1902,2196.26137
70201391,2015,59,4,2,,3,2,85,1,14160,0,30000,0,0,0,0,0,1500,200,A0402,A1902,1704.470342
70505381,2015,54,4,2,8,4,2,102,1,1728,0,15000,20000,1000,1000,0,8860,0,0,A0402,A1905,2089.249494
70505391,2015,67,2,3,,1,3,66,2,0,3000,0,0,0,0,0,0,0,635,A0402,A1901,1442.7499
71200301,2015,58,5,2,1,3,2,92,1,10239,0,11000,21500,0,0,0,3120,1200,0,A0402,A1903,2238.532148
71200331,2015,67,6,2,3,3,2,147,1,96150,0,28000,662500,70000,0,0,2000,2600,3140,A0402,A1905,801.1499968
72505301,2015,64,4,2,8,3,2,85,1,1017,0,12000,5000,600,600,0,1800,0,240,A0402,A1902,1923.161623
73200371,2015,50,6,2,3,3,2,134,1,45985,0,22000,27000,0,0,0,13300,0,0,A0402,A1905,830.1523019
73505391,2015,27,4,1,3,2,3,52,3,790,100,0,0,0,0,0,4200,0,0,A0402,A1903,1586.997423
74200311,2015,62,2,3,,1,2,50,1,23080,0,6000,13000,0,0,0,0,0,538,A0402,A1901,2220.082798
74200321,2015,61,4,2,6,3,3,120,1,1780,0,13000,99200,21000,0,2500,0,10000,256,A0402,A1905,2516.88299
74200361,2015,38,4,1,6,3,1,96,1,3190,0,7000,23500,3000,0,1200,0,4200,534,A0402,A1903,2892.086585
74200391,2015,63,4,4,9,1,1,50,4,20010,0,0,0,0,0,0,588,0,0,A0402,A1901,2120.368671
74505301,2015,42,4,2,8,4,2,79,1,5773,0,18000,0,2700,2700,0,1500,4500,0,A0402,A1904,2089.249494
74505311,2015,48,4,1,7,4,1,125,1,834,0,6000,0,0,0,0,2760,0,384,A0402,A1903,1944.588539
74505391,2015,48,4,2,8,4,1,79,2,7950,4000,0,0,0,0,0,4488,0,0,A0402,A1903,1944.588539
75200301,2015,50,4,4,8,3,2,57,3,200,300,0,0,0,0,0,1000,0,396,A0402,A1901,2319.126713
75200331,2015,59,4,2,8,3,2,85,1,20769,0,27000,0,0,0,0,14700,0,0,A0402,A1905,2798.631822
75200351,2015,50,6,2,3,3,2,135,1,10820,0,22000,150000,0,0,0,8000,0,0,A0402,A1905,2181.339828
75200371,2015,45,4,2,8,4,1,66,1,2650,0,9000,6000,0,0,1200,4200,0,0,A0402,A1903,1989.035788
75200381,2015,74,4,2,,2,1,182,1,7000,0,20000,36000,0,0,0,0,0,708,A0402,A1901,1837.404307
75200391,2015,65,2,2,9,2,1,89,1,3220,0,20000,0,0,0,0,1100,0,179,A0402,A1901,1694.302521
75505301,2015,61,3,2,,2,1,57,1,320,0,2760,0,0,0,0,0,0,624,A0402,A1901,1785.234488
75505311,2015,53,6,2,6,5,1,49,1,4750,0,1000,0,0,0,0,1962,300,0,A0402,A1902,2456.153572
75505321,2015,27,7,2,2,2,2,60,1,3025,0,19000,0,5500,5500,0,6600,0,0,A0402,A1904,1069.009679
77200311,2015,38,7,2,2,4,2,84,1,2408,0,17700,0,11000,11000,1000,5600,0,0,A0402,A1904,2495.431426
77200331,2015,66,3,2,6,4,3,48,1,24899,0,15000,8280,0,0,0,1700,1500,216,A0402,A1903,2438.890597
